claim_id,source_verdict,primary_failure,repairability,failed_gates,diagnosis,allowed_revisions,forbidden_revisions,next_agent_instruction,must_preserve,allowed_contract_changes,source_artifact
neg_cross_nonrep_abide2_abcd_s2,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
neg_cross_nonrep_adhd200_abcd_s3,fragile,search_provenance,contract_repairable,multiplicity;multiverse;replication,The reported effect depends on a search family that is broader than the declared confirmatory test.,Declare the full searched family size and keep discovery-only provenance visible. | Rerun as a new split-confirmatory design before reporting confirmation. | Return a fragile disposition if the search cannot be audited.,Do not relabel a discovery-only search as preregistered after seeing results. | Do not shrink the multiplicity family size. | Do not switch to another selected feature after seeing p-values.,"Revise search provenance/family size honestly, or return a fragile disposition.",scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,search_family_size;disposition,review-stage/negatives-expansion/negatives_expansion_audit_20260620_102803.csv
ad_hippocampus,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_entorhinal,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_parahippocampal,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_midtemporal,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_inferiortemporal,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_fusiform,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_wholebrain,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_lateralventricle,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
mci_hippocampus,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
mci_entorhinal,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_pericalcarine,non_replicated,replication,needs_new_data,replication,The discovery effect did not reproduce under the required replication check.,Use a valid independent replication cohort that matches the original claim scope. | Narrow the claim scope only as a future predeclared claim. | Return a non_replicated or needs_more_data disposition.,Do not swap replication cohorts based on observed significance. | Do not lower replication thresholds. | Do not report a non-replicated effect as confirmed.,Request independent replication evidence or return a non_replicated/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds,replication_cohorts;disposition,review-stage/external-nacc/nacc_external_audit.csv
ad_precentral,non_replicated,replication,needs_new_data,replication,The discovery effect did not reproduce under the required replication check.,Use a valid independent replication cohort that matches the original claim scope. | Narrow the claim scope only as a future predeclared claim. | Return a non_replicated or needs_more_data disposition.,Do not swap replication cohorts based on observed significance. | Do not lower replication thresholds. | Do not report a non-replicated effect as confirmed.,Request independent replication evidence or return a non_replicated/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds,replication_cohorts;disposition,review-stage/external-nacc/nacc_external_audit.csv
ad_postcentral,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_paracentral,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_cuneus,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
ad_cerebellum,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
mci_pericalcarine,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
mci_precentral,non_replicated,replication,needs_new_data,replication,The discovery effect did not reproduce under the required replication check.,Use a valid independent replication cohort that matches the original claim scope. | Narrow the claim scope only as a future predeclared claim. | Return a non_replicated or needs_more_data disposition.,Do not swap replication cohorts based on observed significance. | Do not lower replication thresholds. | Do not report a non-replicated effect as confirmed.,Request independent replication evidence or return a non_replicated/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds,replication_cohorts;disposition,review-stage/external-nacc/nacc_external_audit.csv
mci_cerebellum,confirmed,none,not_repairable,,The claim is already confirmed by the current gate stack.,No revision is needed.,Do not revise a confirmed claim to chase larger effects.,Report the confirmed claim using only engine-computed numbers.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,,review-stage/external-nacc/nacc_external_audit.csv
random_hippocampus_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_entorhinal_s101,non_replicated,replication,needs_new_data,replication,The discovery effect did not reproduce under the required replication check.,Use a valid independent replication cohort that matches the original claim scope. | Narrow the claim scope only as a future predeclared claim. | Return a non_replicated or needs_more_data disposition.,Do not swap replication cohorts based on observed significance. | Do not lower replication thresholds. | Do not report a non-replicated effect as confirmed.,Request independent replication evidence or return a non_replicated/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds,replication_cohorts;disposition,review-stage/external-nacc/nacc_external_audit.csv
random_parahippocampal_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_midtemporal_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_inferiortemporal_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_fusiform_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_lateralventricle_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_wholebrain_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_pericalcarine_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_precentral_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_postcentral_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_paracentral_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_cuneus_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_cerebellum_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_hippocampus_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_entorhinal_s202,non_replicated,replication,needs_new_data,replication,The discovery effect did not reproduce under the required replication check.,Use a valid independent replication cohort that matches the original claim scope. | Narrow the claim scope only as a future predeclared claim. | Return a non_replicated or needs_more_data disposition.,Do not swap replication cohorts based on observed significance. | Do not lower replication thresholds. | Do not report a non-replicated effect as confirmed.,Request independent replication evidence or return a non_replicated/needs_more_data disposition.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds,replication_cohorts;disposition,review-stage/external-nacc/nacc_external_audit.csv
random_parahippocampal_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_midtemporal_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_inferiortemporal_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_fusiform_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_lateralventricle_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_wholebrain_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_pericalcarine_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_precentral_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_postcentral_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_paracentral_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_cuneus_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
random_cerebellum_s202,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-nacc/nacc_external_audit.csv
SCZ_hippocampus,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
SCZ_amygdala,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
SCZ_thalamus,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
SCZ_accumbens,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
SCZ_pallidum,fragile,multiverse,downgrade_only,multiverse,The result is not stable across reasonable analysis specifications.,State that the claim is fragile under multiverse analysis. | Predeclare a narrower estimand for a future run if scientifically justified. | Return a fragile disposition.,Do not select only the favorable analysis branch after seeing the multiverse. | Do not lower the multiverse consistency threshold. | Do not present a fragile result as confirmed.,Return a fragile disposition unless a new predeclared study design is available.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
SCZ_lateralventricle,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
SCZ_caudate,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
SCZ_putamen,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
BD_hippocampus,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
BD_thalamus,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
BD_lateralventricle,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
BD_amygdala,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
BD_accumbens,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
BD_caudate,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
ADHD_amygdala,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
